nombre_barrio_vulnerable	fecha_mes	rango_etario	sexo	posible_extranjero	fallecido	cantidad
Barrio Rivadavia I (ex 1-11-14)	2021-01-01	20_a_49	masculino	no	no	5
Barrio Rivadavia I (ex 1-11-14)	2021-01-01	20_a_49	masculino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-01-01	50_a_64	femenino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-01-01	50_a_64	femenino	si	no	5
Barrio Rivadavia I (ex 1-11-14)	2021-01-01	50_a_64	masculino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-01-01	50_a_64	masculino	si	no	4
Barrio Rivadavia I (ex 1-11-14)	2021-01-01	65_y_mas	femenino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	hasta_19	femenino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	hasta_19	masculino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	20_a_49	femenino	no	no	7
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	20_a_49	femenino	si	no	4
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	20_a_49	masculino	no	no	3
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	20_a_49	masculino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	50_a_64	femenino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	50_a_64	masculino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	50_a_64	masculino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	65_y_mas	femenino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	65_y_mas	femenino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-02-01	65_y_mas	masculino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-03-01	hasta_19	femenino	no	no	4
Barrio Rivadavia I (ex 1-11-14)	2021-03-01	20_a_49	femenino	no	no	6
Barrio Rivadavia I (ex 1-11-14)	2021-03-01	20_a_49	masculino	no	no	6
Barrio Rivadavia I (ex 1-11-14)	2021-03-01	20_a_49	masculino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-03-01	50_a_64	femenino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-03-01	50_a_64	femenino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-03-01	50_a_64	masculino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-03-01	65_y_mas	masculino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	hasta_19	femenino	no	no	5
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	hasta_19	femenino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	hasta_19	masculino	no	no	8
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	hasta_19	masculino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	20_a_49	femenino	no	no	14
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	20_a_49	femenino	si	no	7
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	20_a_49	masculino	no	no	13
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	20_a_49	masculino	si	no	9
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	50_a_64	femenino	no	no	4
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	50_a_64	femenino	si	no	6
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	50_a_64	masculino	no	no	7
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	50_a_64	masculino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	65_y_mas	femenino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	65_y_mas	masculino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-04-01	65_y_mas	masculino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	hasta_19	femenino	no	no	16
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	hasta_19	femenino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	hasta_19	masculino	no	no	7
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	hasta_19	masculino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	20_a_49	femenino	no	no	15
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	20_a_49	femenino	si	no	8
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	20_a_49	masculino	no	no	25
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	20_a_49	masculino	si	no	14
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	50_a_64	femenino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	50_a_64	femenino	si	no	8
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	50_a_64	masculino	no	no	4
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	50_a_64	masculino	si	no	4
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	65_y_mas	femenino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	65_y_mas	femenino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	65_y_mas	masculino	no	no	5
Barrio Rivadavia I (ex 1-11-14)	2021-05-01	65_y_mas	masculino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	hasta_19	femenino	no	no	4
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	hasta_19	masculino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	20_a_49	femenino	no	no	7
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	20_a_49	femenino	si	no	9
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	20_a_49	masculino	no	no	12
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	20_a_49	masculino	si	no	4
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	50_a_64	femenino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	50_a_64	masculino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	50_a_64	masculino	si	no	3
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	65_y_mas	femenino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	65_y_mas	femenino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-06-01	65_y_mas	masculino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-07-01	20_a_49	femenino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-07-01	20_a_49	femenino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-07-01	20_a_49	masculino	no	no	4
Barrio Rivadavia I (ex 1-11-14)	2021-07-01	20_a_49	masculino	si	no	4
Barrio Rivadavia I (ex 1-11-14)	2021-07-01	50_a_64	femenino	no	no	3
Barrio Rivadavia I (ex 1-11-14)	2021-07-01	50_a_64	masculino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-08-01	hasta_19	femenino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-08-01	hasta_19	masculino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-08-01	20_a_49	femenino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-09-01	hasta_19	femenino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-09-01	hasta_19	masculino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-09-01	20_a_49	femenino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-10-01	hasta_19	femenino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-10-01	20_a_49	femenino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-10-01	20_a_49	masculino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-10-01	50_a_64	femenino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-11-01	hasta_19	masculino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-11-01	20_a_49	masculino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-12-01	hasta_19	femenino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-12-01	hasta_19	masculino	no	no	3
Barrio Rivadavia I (ex 1-11-14)	2021-12-01	20_a_49	femenino	no	no	12
Barrio Rivadavia I (ex 1-11-14)	2021-12-01	20_a_49	femenino	si	no	3
Barrio Rivadavia I (ex 1-11-14)	2021-12-01	20_a_49	masculino	no	no	8
Barrio Rivadavia I (ex 1-11-14)	2021-12-01	20_a_49	masculino	si	no	4
Barrio Rivadavia I (ex 1-11-14)	2021-12-01	50_a_64	femenino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-12-01	50_a_64	femenino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2021-12-01	50_a_64	masculino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-12-01	50_a_64	masculino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2021-12-01	65_y_mas	masculino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	hasta_19	femenino	no	no	28
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	hasta_19	femenino	si	no	1
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	hasta_19	masculino	no	no	19
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	hasta_19	masculino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	20_a_49	femenino	no	no	72
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	20_a_49	femenino	si	no	50
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	20_a_49	masculino	no	no	56
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	20_a_49	masculino	si	no	35
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	50_a_64	femenino	no	no	17
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	50_a_64	femenino	si	no	14
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	50_a_64	masculino	no	no	16
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	50_a_64	masculino	si	no	8
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	65_y_mas	femenino	no	no	4
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	65_y_mas	femenino	si	no	3
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	65_y_mas	masculino	no	no	5
Barrio Rivadavia I (ex 1-11-14)	2022-01-01	65_y_mas	masculino	si	no	4
Barrio Rivadavia I (ex 1-11-14)	2022-02-01	20_a_49	femenino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2022-02-01	20_a_49	masculino	no	no	3
Barrio Rivadavia I (ex 1-11-14)	2022-02-01	50_a_64	femenino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2022-02-01	50_a_64	femenino	si	no	2
Barrio Rivadavia I (ex 1-11-14)	2022-02-01	50_a_64	masculino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2022-02-01	65_y_mas	femenino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2022-02-01	65_y_mas	masculino	no	no	2
Barrio Rivadavia I (ex 1-11-14)	2022-03-01	hasta_19	femenino	no	no	1
Barrio Rivadavia I (ex 1-11-14)	2022-03-01	20_a_49	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-05-01	hasta_19	femenino	no	no	5
Barrio Rivadavia II (ex 1-11-14)	2020-05-01	hasta_19	masculino	no	no	3
Barrio Rivadavia II (ex 1-11-14)	2020-05-01	20_a_49	femenino	no	no	4
Barrio Rivadavia II (ex 1-11-14)	2020-05-01	20_a_49	masculino	no	no	4
Barrio Rivadavia II (ex 1-11-14)	2020-05-01	20_a_49	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-05-01	50_a_64	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-05-01	65_y_mas	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-06-01	hasta_19	femenino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2020-06-01	20_a_49	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-06-01	20_a_49	femenino	si	no	2
Barrio Rivadavia II (ex 1-11-14)	2020-06-01	20_a_49	masculino	no	no	3
Barrio Rivadavia II (ex 1-11-14)	2020-06-01	20_a_49	masculino	si	no	3
Barrio Rivadavia II (ex 1-11-14)	2020-06-01	50_a_64	femenino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2020-06-01	50_a_64	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-06-01	50_a_64	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-06-01	65_y_mas	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-07-01	hasta_19	femenino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2020-07-01	hasta_19	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-07-01	hasta_19	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-07-01	20_a_49	femenino	no	no	3
Barrio Rivadavia II (ex 1-11-14)	2020-07-01	20_a_49	femenino	si	no	3
Barrio Rivadavia II (ex 1-11-14)	2020-07-01	50_a_64	femenino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2020-07-01	65_y_mas	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-08-01	20_a_49	femenino	no	no	4
Barrio Rivadavia II (ex 1-11-14)	2020-08-01	20_a_49	masculino	no	no	4
Barrio Rivadavia II (ex 1-11-14)	2020-08-01	20_a_49	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-08-01	50_a_64	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-08-01	50_a_64	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-09-01	hasta_19	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-09-01	20_a_49	femenino	no	no	3
Barrio Rivadavia II (ex 1-11-14)	2020-09-01	20_a_49	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-09-01	50_a_64	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-10-01	hasta_19	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-10-01	hasta_19	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-10-01	20_a_49	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-10-01	50_a_64	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-11-01	20_a_49	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2020-11-01	20_a_49	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-01-01	20_a_49	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-02-01	hasta_19	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-02-01	hasta_19	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-02-01	20_a_49	femenino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2021-02-01	20_a_49	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-02-01	50_a_64	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-03-01	hasta_19	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-03-01	hasta_19	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-03-01	20_a_49	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-03-01	20_a_49	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-03-01	50_a_64	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-03-01	65_y_mas	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-04-01	hasta_19	masculino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2021-04-01	20_a_49	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-04-01	20_a_49	masculino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2021-04-01	50_a_64	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-05-01	hasta_19	femenino	no	no	4
Barrio Rivadavia II (ex 1-11-14)	2021-05-01	hasta_19	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-05-01	20_a_49	femenino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2021-05-01	20_a_49	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-05-01	20_a_49	masculino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2021-05-01	20_a_49	masculino	si	no	2
Barrio Rivadavia II (ex 1-11-14)	2021-05-01	50_a_64	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-05-01	50_a_64	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-05-01	65_y_mas	masculino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2021-06-01	hasta_19	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-06-01	20_a_49	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-06-01	20_a_49	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-06-01	50_a_64	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-06-01	50_a_64	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-07-01	20_a_49	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-07-01	50_a_64	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-07-01	65_y_mas	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-08-01	20_a_49	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-10-01	20_a_49	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-12-01	hasta_19	femenino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2021-12-01	20_a_49	femenino	no	no	4
Barrio Rivadavia II (ex 1-11-14)	2021-12-01	20_a_49	masculino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2021-12-01	50_a_64	masculino	no	no	1
Barrio Rivadavia II (ex 1-11-14)	2022-01-01	hasta_19	femenino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2022-01-01	hasta_19	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2022-01-01	hasta_19	masculino	no	no	2
Barrio Rivadavia II (ex 1-11-14)	2022-01-01	20_a_49	femenino	no	no	8
Barrio Rivadavia II (ex 1-11-14)	2022-01-01	20_a_49	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2022-01-01	20_a_49	masculino	no	no	5
Barrio Rivadavia II (ex 1-11-14)	2022-01-01	20_a_49	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2022-01-01	50_a_64	femenino	no	no	3
Barrio Rivadavia II (ex 1-11-14)	2022-01-01	65_y_mas	femenino	no	no	3
Barrio Rivadavia II (ex 1-11-14)	2022-01-01	65_y_mas	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2022-01-01	65_y_mas	masculino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2022-02-01	hasta_19	femenino	si	no	1
Barrio Rivadavia II (ex 1-11-14)	2022-02-01	20_a_49	femenino	no	no	1
Barrio Rodrigo Bueno	2020-06-01	hasta_19	femenino	no	no	1
Barrio Rodrigo Bueno	2020-06-01	hasta_19	femenino	si	no	1
Barrio Rodrigo Bueno	2020-06-01	hasta_19	masculino	no	no	3
Barrio Rodrigo Bueno	2020-06-01	hasta_19	masculino	si	no	1
Barrio Rodrigo Bueno	2020-06-01	20_a_49	femenino	no	no	1
Barrio Rodrigo Bueno	2020-06-01	20_a_49	femenino	si	no	4
Barrio Rodrigo Bueno	2020-06-01	20_a_49	masculino	no	no	3
Barrio Rodrigo Bueno	2020-06-01	20_a_49	masculino	si	no	11
Barrio Rodrigo Bueno	2020-06-01	50_a_64	femenino	si	no	1
Barrio Rodrigo Bueno	2020-06-01	50_a_64	masculino	si	no	1
Barrio Rodrigo Bueno	2020-07-01	20_a_49	femenino	si	no	3
Barrio Rodrigo Bueno	2020-07-01	20_a_49	masculino	no	no	1
Barrio Rodrigo Bueno	2020-07-01	20_a_49	masculino	si	no	9
Barrio Rodrigo Bueno	2020-07-01	50_a_64	femenino	si	no	3
Barrio Rodrigo Bueno	2020-07-01	50_a_64	masculino	si	no	4
Barrio Rodrigo Bueno	2020-08-01	hasta_19	masculino	si	no	2
Barrio Rodrigo Bueno	2020-08-01	20_a_49	femenino	si	no	1
Barrio Rodrigo Bueno	2020-08-01	20_a_49	masculino	si	no	3
Barrio Rodrigo Bueno	2020-08-01	50_a_64	femenino	si	no	1
Barrio Rodrigo Bueno	2020-08-01	65_y_mas	femenino	si	no	2
Barrio Rodrigo Bueno	2020-09-01	20_a_49	femenino	no	no	1
Barrio Rodrigo Bueno	2020-09-01	20_a_49	masculino	si	no	1
Barrio Rodrigo Bueno	2020-10-01	20_a_49	femenino	no	no	2
Barrio Rodrigo Bueno	2020-10-01	20_a_49	femenino	si	no	1
Barrio Rodrigo Bueno	2020-10-01	20_a_49	masculino	si	no	1
Barrio Rodrigo Bueno	2020-11-01	65_y_mas	femenino	si	no	1
Barrio Rodrigo Bueno	2020-12-01	hasta_19	femenino	no	no	1
Barrio Rodrigo Bueno	2020-12-01	20_a_49	femenino	si	no	1
Barrio Rodrigo Bueno	2020-12-01	20_a_49	masculino	si	no	1
Barrio Rodrigo Bueno	2021-03-01	20_a_49	masculino	si	no	1
Barrio Rodrigo Bueno	2021-04-01	hasta_19	femenino	si	no	1
Barrio Rodrigo Bueno	2021-04-01	20_a_49	femenino	si	no	2
Barrio Rodrigo Bueno	2021-04-01	20_a_49	masculino	si	no	2
Barrio Rodrigo Bueno	2021-04-01	50_a_64	masculino	si	no	1
Barrio Rodrigo Bueno	2021-05-01	hasta_19	masculino	no	no	1
Barrio Rodrigo Bueno	2021-05-01	20_a_49	femenino	no	no	1
Barrio Rodrigo Bueno	2021-05-01	20_a_49	femenino	si	no	1
Barrio Rodrigo Bueno	2021-05-01	20_a_49	masculino	si	no	3
Barrio Rodrigo Bueno	2021-06-01	20_a_49	masculino	si	no	2
Barrio Rodrigo Bueno	2021-06-01	50_a_64	masculino	si	no	1
Barrio Rodrigo Bueno	2021-07-01	20_a_49	femenino	no	no	1
Barrio Rodrigo Bueno	2021-08-01	20_a_49	femenino	si	no	1
Barrio Rodrigo Bueno	2021-12-01	hasta_19	femenino	no	no	1
Barrio Rodrigo Bueno	2021-12-01	20_a_49	masculino	no	no	1
Barrio Rodrigo Bueno	2021-12-01	20_a_49	masculino	si	no	2
Barrio Rodrigo Bueno	2022-01-01	hasta_19	femenino	no	no	3
Barrio Rodrigo Bueno	2022-01-01	hasta_19	masculino	si	no	1
Barrio Rodrigo Bueno	2022-01-01	20_a_49	femenino	no	no	2
Barrio Rodrigo Bueno	2022-01-01	20_a_49	femenino	si	no	3
Barrio Rodrigo Bueno	2022-01-01	20_a_49	masculino	si	no	1
Barrio Rodrigo Bueno	2022-01-01	50_a_64	femenino	si	no	2
Barrio Rodrigo Bueno	2022-01-01	65_y_mas	femenino	si	no	1
Barrio Rodrigo Bueno	2022-02-01	20_a_49	femenino	si	no	1
Barrio Rodrigo Bueno	2022-02-01	65_y_mas	femenino	no	no	1
Conjunto Habitacional Los Piletones	2020-05-01	hasta_19	masculino	no	no	1
Conjunto Habitacional Los Piletones	2020-05-01	20_a_49	masculino	si	no	1
Conjunto Habitacional Los Piletones	2020-06-01	hasta_19	masculino	no	no	2
Conjunto Habitacional Los Piletones	2020-06-01	20_a_49	femenino	no	no	6
Conjunto Habitacional Los Piletones	2020-06-01	20_a_49	femenino	si	no	3
Conjunto Habitacional Los Piletones	2020-06-01	20_a_49	masculino	no	no	1
Conjunto Habitacional Los Piletones	2020-07-01	hasta_19	femenino	si	no	1
Conjunto Habitacional Los Piletones	2020-07-01	20_a_49	femenino	si	no	1
Conjunto Habitacional Los Piletones	2020-07-01	20_a_49	masculino	no	no	1
Conjunto Habitacional Los Piletones	2020-08-01	hasta_19	masculino	no	no	1
Conjunto Habitacional Los Piletones	2020-08-01	20_a_49	femenino	si	no	1
Conjunto Habitacional Los Piletones	2020-08-01	20_a_49	masculino	no	no	2
Conjunto Habitacional Los Piletones	2020-09-01	20_a_49	masculino	si	no	1
Conjunto Habitacional Los Piletones	2020-09-01	50_a_64	femenino	si	no	1
Conjunto Habitacional Los Piletones	2021-04-01	hasta_19	masculino	no	no	1
Conjunto Habitacional Los Piletones	2021-04-01	20_a_49	femenino	si	no	1
Conjunto Habitacional Los Piletones	2021-04-01	20_a_49	masculino	si	no	1
Conjunto Habitacional Los Piletones	2021-05-01	hasta_19	femenino	no	no	1
Conjunto Habitacional Los Piletones	2021-05-01	hasta_19	masculino	no	no	1
Conjunto Habitacional Los Piletones	2021-05-01	20_a_49	femenino	no	no	2
Conjunto Habitacional Los Piletones	2021-05-01	20_a_49	femenino	si	no	2
Conjunto Habitacional Los Piletones	2021-05-01	20_a_49	masculino	no	no	2
Conjunto Habitacional Los Piletones	2021-05-01	20_a_49	masculino	si	no	3
Conjunto Habitacional Los Piletones	2021-05-01	50_a_64	masculino	no	no	3
Conjunto Habitacional Los Piletones	2021-06-01	hasta_19	masculino	no	no	2
Conjunto Habitacional Los Piletones	2021-08-01	20_a_49	masculino	si	no	1
Conjunto Habitacional Los Piletones	2021-09-01	hasta_19	femenino	no	no	1
Conjunto Habitacional Los Piletones	2022-01-01	hasta_19	femenino	no	no	1
Conjunto Habitacional Los Piletones	2022-01-01	hasta_19	masculino	si	no	2
Conjunto Habitacional Los Piletones	2022-01-01	20_a_49	femenino	no	no	4
Conjunto Habitacional Los Piletones	2022-01-01	20_a_49	femenino	si	no	4
Conjunto Habitacional Los Piletones	2022-01-01	20_a_49	masculino	no	no	1
Conjunto Habitacional Los Piletones	2022-01-01	20_a_49	masculino	si	no	1
Conjunto Habitacional Los Piletones	2022-01-01	65_y_mas	masculino	no	no	1
Conjunto Habitacional Los Piletones	2022-02-01	20_a_49	masculino	no	no	1
NHT Del Trabajo	2020-08-01	hasta_19	femenino	no	no	1
NHT Del Trabajo	2022-01-01	50_a_64	masculino	no	no	1
NHT Zavaleta	2020-05-01	hasta_19	femenino	no	no	1
NHT Zavaleta	2020-05-01	hasta_19	masculino	no	no	2
NHT Zavaleta	2020-05-01	20_a_49	masculino	no	no	1
NHT Zavaleta	2020-05-01	50_a_64	masculino	no	no	1
NHT Zavaleta	2020-06-01	hasta_19	femenino	no	no	15
NHT Zavaleta	2020-06-01	hasta_19	femenino	si	no	2
NHT Zavaleta	2020-06-01	hasta_19	masculino	no	no	11
NHT Zavaleta	2020-06-01	hasta_19	masculino	si	no	1
NHT Zavaleta	2020-06-01	20_a_49	femenino	no	no	9
NHT Zavaleta	2020-06-01	20_a_49	femenino	si	no	7
NHT Zavaleta	2020-06-01	20_a_49	masculino	no	no	3
NHT Zavaleta	2020-06-01	20_a_49	masculino	si	no	1
NHT Zavaleta	2020-06-01	50_a_64	femenino	no	no	3
NHT Zavaleta	2020-06-01	50_a_64	femenino	si	no	1
NHT Zavaleta	2020-06-01	50_a_64	masculino	no	no	1
NHT Zavaleta	2020-06-01	65_y_mas	femenino	no	no	1
NHT Zavaleta	2020-06-01	65_y_mas	femenino	si	no	1
NHT Zavaleta	2020-06-01	65_y_mas	masculino	no	no	2
NHT Zavaleta	2020-06-01	65_y_mas	masculino	si	no	1
NHT Zavaleta	2020-07-01	hasta_19	femenino	no	no	2
NHT Zavaleta	2020-07-01	hasta_19	masculino	no	no	8
NHT Zavaleta	2020-07-01	hasta_19	masculino	si	no	1
NHT Zavaleta	2020-07-01	20_a_49	femenino	no	no	3
