orderDate,day_of_week,category,name,state,orders,unit_price,total
2022-01-21,5,Specialty,Oxtail Pizza Extra Large,CA,12,23,276
2022-01-31,1,Specialty,BBQ Chicken Pizza Small,CA,2,13,26
2022-01-02,0,Specialty,Buffalo Chicken Pizza Small,CA,4,13,52
2022-06-24,5,Vegetarian,Sicilian Pizza Small,CA,11,13,143
2022-01-02,0,Specialty,Buffalo Chicken Pizza Medium,CA,5,17,85
2022-11-14,1,Vegetarian,Veggie Pizza Medium,CA,2,16,32
2022-02-22,2,Specialty,Oxtail Pizza Large,NV,5,20,100
2022-03-09,3,Vegetarian,Sicilian Pizza Small,NV,5,13,65
2022-03-27,0,Vegetarian,Sicilian Pizza Large,NV,5,20,100
2022-06-03,5,Specialty,Buffalo Chicken Pizza Extra Large,NV,4,23,92
2022-02-11,5,Specialty,Oxtail Pizza Medium,NV,1,17,17
2022-02-06,0,Specialty,Buffalo Chicken Pizza Medium,NV,2,17,34
2022-10-10,1,Vegetarian,Veggie Pizza Large,CA,7,19,133
2022-02-04,5,Specialty,Oxtail Pizza Large,NV,5,20,100
2022-09-01,4,Vegetarian,Veggie Pizza Large,NV,4,19,76
2022-02-20,0,Specialty,Oxtail Pizza Extra Large,CA,6,23,138
2022-01-19,3,Specialty,BBQ Chicken Pizza Extra Large,CA,11,23,253
2022-07-26,2,Vegetarian,Veggie Pizza Large,CA,8,19,152
2022-01-26,3,Specialty,Buffalo Chicken Pizza Large,NV,12,20,240
2022-11-16,3,Vegetarian,Veggie Pizza Medium,CA,1,16,16
2022-12-19,1,Vegetarian,Veggie Pizza Medium,CA,1,16,16
2022-05-21,6,Vegetarian,Sicilian Pizza Small,NV,3,13,39
2022-01-15,6,Vegetarian,Sicilian Pizza Medium,NV,7,17,119
2022-07-23,6,Specialty,BBQ Chicken Pizza Extra Large,CA,2,23,46
2022-08-18,4,Specialty,Buffalo Chicken Pizza Extra Large,CA,3,23,69
2022-02-26,6,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-05-26,4,Vegetarian,Sicilian Pizza Small,NV,2,13,26
2022-06-14,2,Vegetarian,Sicilian Pizza Small,NV,6,13,78
2022-10-16,0,Vegetarian,Veggie Pizza Large,CA,3,19,57
2022-04-21,4,Specialty,Oxtail Pizza Large,NV,7,20,140
2022-03-20,0,Specialty,Buffalo Chicken Pizza Small,CA,1,13,13
2022-07-05,2,Specialty,Buffalo Chicken Pizza Large,NV,7,20,140
2022-05-20,5,Specialty,Oxtail Pizza Large,NV,12,20,240
2022-01-13,4,Specialty,BBQ Chicken Pizza Small,NV,1,13,13
2022-04-20,3,Specialty,Buffalo Chicken Pizza Large,NV,5,20,100
2022-09-12,1,Specialty,BBQ Chicken Pizza Extra Large,NV,6,23,138
2022-01-20,4,Vegetarian,Sicilian Pizza Extra Large,NV,17,23,391
2022-07-05,2,Vegetarian,Sicilian Pizza Small,NV,9,13,117
2022-07-13,3,Specialty,Oxtail Pizza Large,NV,19,20,380
2022-09-30,5,Specialty,Buffalo Chicken Pizza Extra Large,NV,14,23,322
2022-08-28,0,Specialty,Buffalo Chicken Pizza Large,NV,4,20,80
2022-05-05,4,Specialty,Buffalo Chicken Pizza Large,NV,9,20,180
2022-09-19,1,Specialty,Oxtail Pizza Medium,NV,5,17,85
2022-05-22,0,Specialty,Buffalo Chicken Pizza Extra Large,NV,8,23,184
2022-03-19,6,Specialty,Buffalo Chicken Pizza Extra Large,CA,8,23,184
2022-12-11,0,Specialty,Oxtail Pizza Large,NV,17,20,340
2022-02-08,2,Vegetarian,Sicilian Pizza Large,CA,7,20,140
2022-08-25,4,Specialty,Buffalo Chicken Pizza Large,NV,9,20,180
2022-01-06,4,Vegetarian,Veggie Pizza Large,NV,4,19,76
2022-09-23,5,Vegetarian,Sicilian Pizza Extra Large,NV,5,23,115
2022-03-08,2,Vegetarian,Sicilian Pizza Small,NV,5,13,65
2022-01-12,3,Specialty,Oxtail Pizza Medium,CA,6,17,102
2022-01-19,3,Specialty,BBQ Chicken Pizza Small,CA,4,13,52
2022-02-02,3,Vegetarian,Sicilian Pizza Medium,NV,3,17,51
2022-01-26,3,Specialty,BBQ Chicken Pizza Small,CA,3,13,39
2022-03-19,6,Specialty,Oxtail Pizza Medium,CA,1,17,17
2022-04-29,5,Specialty,BBQ Chicken Pizza Extra Large,NV,15,23,345
2022-02-20,0,Specialty,Oxtail Pizza Medium,CA,5,17,85
2022-11-03,4,Specialty,Buffalo Chicken Pizza Large,NV,3,20,60
2022-01-14,5,Specialty,Oxtail Pizza Large,NV,3,20,60
2022-11-01,2,Specialty,Oxtail Pizza Large,NV,14,20,280
2022-01-06,4,Specialty,Oxtail Pizza Medium,CA,10,17,170
2022-07-26,2,Specialty,Buffalo Chicken Pizza Extra Large,CA,6,23,138
2022-07-24,0,Specialty,Buffalo Chicken Pizza Extra Large,NV,3,23,69
2022-07-24,0,Vegetarian,Sicilian Pizza Small,NV,7,13,91
2022-08-13,6,Specialty,Buffalo Chicken Pizza Extra Large,NV,2,23,46
2022-01-19,3,Specialty,Buffalo Chicken Pizza Medium,CA,3,17,51
2022-11-29,2,Specialty,BBQ Chicken Pizza Extra Large,CA,9,23,207
2022-07-04,1,Specialty,BBQ Chicken Pizza Extra Large,CA,8,23,184
2022-09-06,2,Vegetarian,Sicilian Pizza Extra Large,NV,5,23,115
2022-05-04,3,Vegetarian,Sicilian Pizza Medium,NV,3,17,51
2022-01-23,0,Specialty,Buffalo Chicken Pizza Extra Large,NV,4,23,92
2022-08-23,2,Specialty,Buffalo Chicken Pizza Extra Large,CA,6,23,138
2022-06-25,6,Vegetarian,Veggie Pizza Large,NV,5,19,95
2022-04-03,0,Specialty,Buffalo Chicken Pizza Small,CA,1,13,13
2022-08-14,0,Specialty,BBQ Chicken Pizza Extra Large,NV,9,23,207
2022-06-19,0,Specialty,BBQ Chicken Pizza Extra Large,NV,5,23,115
2022-02-28,1,Specialty,Buffalo Chicken Pizza Large,NV,5,20,100
2022-07-07,4,Vegetarian,Veggie Pizza Large,CA,11,19,209
2022-03-20,0,Vegetarian,Sicilian Pizza Large,NV,2,20,40
2022-05-11,3,Vegetarian,Veggie Pizza Large,NV,6,19,114
2022-04-03,0,Specialty,Oxtail Pizza Extra Large,CA,3,23,69
2022-02-19,6,Specialty,Buffalo Chicken Pizza Medium,CA,8,17,136
2022-06-04,6,Specialty,Buffalo Chicken Pizza Extra Large,NV,3,23,69
2022-06-16,4,Specialty,Buffalo Chicken Pizza Extra Large,CA,12,23,276
2022-01-30,0,Specialty,Buffalo Chicken Pizza Extra Large,NV,5,23,115
2022-02-02,3,Specialty,Buffalo Chicken Pizza Extra Large,NV,4,23,92
2022-12-15,4,Vegetarian,Veggie Pizza Medium,CA,2,16,32
2022-02-13,0,Specialty,Oxtail Pizza Medium,NV,1,17,17
2022-03-02,3,Specialty,Buffalo Chicken Pizza Extra Large,NV,1,23,23
2022-01-18,2,Vegetarian,Veggie Pizza Large,NV,3,19,57
2022-02-17,4,Specialty,Oxtail Pizza Extra Large,CA,7,23,161
2022-01-12,3,Specialty,Buffalo Chicken Pizza Medium,NV,2,17,34
2022-03-30,3,Specialty,Buffalo Chicken Pizza Medium,NV,1,17,17
2022-05-05,4,Vegetarian,Sicilian Pizza Medium,NV,1,17,17
2022-07-14,4,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-03-12,6,Vegetarian,Sicilian Pizza Medium,NV,1,17,17
2022-06-21,2,Specialty,BBQ Chicken Pizza Extra Large,NV,4,23,92
2022-02-03,4,Specialty,Oxtail Pizza Extra Large,NV,2,23,46
2022-02-02,3,Specialty,Buffalo Chicken Pizza Medium,NV,2,17,34
2022-12-16,5,Vegetarian,Veggie Pizza Medium,CA,2,16,32
2022-05-16,1,Specialty,Buffalo Chicken Pizza Extra Large,NV,3,23,69
2022-01-08,6,Vegetarian,Sicilian Pizza Medium,NV,9,17,153
2022-02-23,3,Vegetarian,Veggie Pizza Large,NV,4,19,76
2022-07-03,0,Specialty,Buffalo Chicken Pizza Extra Large,NV,5,23,115
2022-09-08,4,Specialty,Oxtail Pizza Medium,NV,5,17,85
2022-06-02,4,Vegetarian,Veggie Pizza Large,NV,3,19,57
2022-01-26,3,Specialty,Oxtail Pizza Medium,CA,4,17,68
2022-04-23,6,Vegetarian,Sicilian Pizza Small,NV,12,13,156
2022-07-10,0,Classic,Margherita Pizza Large,NV,28,18,504
2022-07-04,1,Vegetarian,Sicilian Pizza Small,NV,6,13,78
2022-03-25,5,Vegetarian,Sicilian Pizza Medium,NV,5,17,85
2022-05-21,6,Specialty,Buffalo Chicken Pizza Large,NV,10,20,200
2022-12-05,1,Vegetarian,Veggie Pizza Large,NV,5,19,95
2022-05-17,2,Vegetarian,Sicilian Pizza Extra Large,NV,7,23,161
2022-06-15,3,Specialty,Oxtail Pizza Large,NV,11,20,220
2022-11-08,2,Vegetarian,Veggie Pizza Large,CA,7,19,133
2022-03-06,0,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-10-01,6,Specialty,BBQ Chicken Pizza Small,NV,11,13,143
2022-04-25,1,Vegetarian,Sicilian Pizza Medium,NV,3,17,51
2022-05-26,4,Vegetarian,Veggie Pizza Large,NV,5,19,95
2022-04-27,3,Vegetarian,Sicilian Pizza Extra Large,NV,7,23,161
2022-02-15,2,Specialty,Buffalo Chicken Pizza Small,CA,3,13,39
2022-03-06,0,Specialty,BBQ Chicken Pizza Small,NV,4,13,52
2022-09-04,0,Vegetarian,Sicilian Pizza Small,NV,6,13,78
2022-02-10,4,Vegetarian,Sicilian Pizza Large,NV,6,20,120
2022-01-27,4,Vegetarian,Veggie Pizza Large,NV,5,19,95
2022-01-22,6,Specialty,Oxtail Pizza Extra Large,NV,3,23,69
2022-04-18,1,Specialty,BBQ Chicken Pizza Small,NV,2,13,26
2022-02-23,3,Specialty,Oxtail Pizza Extra Large,CA,4,23,92
2022-05-03,2,Specialty,Buffalo Chicken Pizza Extra Large,CA,2,23,46
2022-02-22,2,Specialty,Oxtail Pizza Medium,CA,2,17,34
2022-01-17,1,Specialty,Oxtail Pizza Medium,CA,5,17,85
2022-01-27,4,Vegetarian,Sicilian Pizza Large,NV,1,20,20
2022-09-27,2,Specialty,Buffalo Chicken Pizza Large,CA,15,20,300
2022-01-22,6,Specialty,Oxtail Pizza Extra Large,CA,8,23,184
2022-03-16,3,Specialty,Buffalo Chicken Pizza Medium,NV,3,17,51
2022-01-27,4,Vegetarian,Sicilian Pizza Large,CA,6,20,120
2022-03-17,4,Vegetarian,Sicilian Pizza Medium,NV,5,17,85
2022-05-02,1,Vegetarian,Sicilian Pizza Small,NV,7,13,91
2022-06-22,3,Specialty,Buffalo Chicken Pizza Extra Large,NV,4,23,92
2022-02-08,2,Vegetarian,Sicilian Pizza Large,NV,2,20,40
2022-04-26,2,Vegetarian,Sicilian Pizza Medium,CA,9,17,153
2022-08-08,1,Vegetarian,Sicilian Pizza Small,NV,8,13,104
2022-05-12,4,Vegetarian,Sicilian Pizza Small,CA,8,13,104
2022-10-17,1,Vegetarian,Veggie Pizza Large,CA,4,19,76
2022-02-16,3,Vegetarian,Veggie Pizza Large,NV,4,19,76
2022-03-10,4,Vegetarian,Sicilian Pizza Medium,CA,7,17,119
2022-03-14,1,Specialty,BBQ Chicken Pizza Small,NV,3,13,39
2022-08-07,0,Specialty,Oxtail Pizza Large,NV,14,20,280
2022-01-28,5,Specialty,Oxtail Pizza Extra Large,NV,1,23,23
2022-03-03,4,Vegetarian,Sicilian Pizza Large,NV,4,20,80
2022-02-10,4,Specialty,BBQ Chicken Pizza Extra Large,NV,4,23,92
2022-01-15,6,Specialty,Buffalo Chicken Pizza Extra Large,CA,6,23,138
2022-02-07,1,Vegetarian,Sicilian Pizza Small,NV,10,13,130
2022-07-30,6,Specialty,Buffalo Chicken Pizza Extra Large,CA,23,23,529
2022-03-04,5,Specialty,BBQ Chicken Pizza Small,NV,8,13,104
2022-02-04,5,Vegetarian,Sicilian Pizza Small,NV,3,13,39
2022-02-27,0,Specialty,Oxtail Pizza Large,NV,6,20,120
2022-02-07,1,Specialty,BBQ Chicken Pizza Extra Large,NV,7,23,161
2022-10-04,2,Specialty,Buffalo Chicken Pizza Extra Large,NV,7,23,161
2022-06-08,3,Vegetarian,Sicilian Pizza Small,NV,6,13,78
2022-08-27,6,Specialty,Buffalo Chicken Pizza Extra Large,NV,7,23,161
2022-02-25,5,Specialty,BBQ Chicken Pizza Small,NV,4,13,52
2022-11-28,1,Specialty,BBQ Chicken Pizza Medium,NV,15,17,255
2022-01-17,1,Specialty,Oxtail Pizza Large,CA,6,20,120
2022-09-18,0,Vegetarian,Sicilian Pizza Extra Large,NV,6,23,138
2022-02-18,5,Specialty,Buffalo Chicken Pizza Small,NV,2,13,26
2022-01-30,0,Vegetarian,Sicilian Pizza Large,NV,6,20,120
2022-01-12,3,Specialty,BBQ Chicken Pizza Small,NV,3,13,39
2022-03-12,6,Vegetarian,Sicilian Pizza Extra Large,NV,13,23,299
2022-07-29,5,Specialty,Buffalo Chicken Pizza Large,NV,12,20,240
2022-10-11,2,Specialty,Buffalo Chicken Pizza Large,NV,6,20,120
2022-02-11,5,Specialty,Buffalo Chicken Pizza Extra Large,NV,4,23,92
2022-02-14,1,Specialty,Oxtail Pizza Medium,NV,3,17,51
2022-03-03,4,Vegetarian,Sicilian Pizza Small,NV,4,13,52
2022-09-09,5,Specialty,Oxtail Pizza Medium,CA,9,17,153
2022-03-08,2,Vegetarian,Sicilian Pizza Medium,CA,4,17,68
2022-01-11,2,Specialty,Buffalo Chicken Pizza Extra Large,NV,8,23,184
2022-08-16,2,Specialty,Buffalo Chicken Pizza Extra Large,NV,5,23,115
2022-06-24,5,Vegetarian,Veggie Pizza Large,NV,1,19,19
2022-01-04,2,Specialty,Buffalo Chicken Pizza Small,CA,5,13,65
2022-08-19,5,Specialty,BBQ Chicken Pizza Extra Large,CA,14,23,322
2022-02-03,4,Vegetarian,Sicilian Pizza Medium,NV,3,17,51
2022-01-11,2,Specialty,Oxtail Pizza Extra Large,CA,6,23,138
2022-01-25,2,Specialty,Oxtail Pizza Large,CA,8,20,160
2022-07-27,3,Specialty,Buffalo Chicken Pizza Extra Large,NV,4,23,92
2022-07-06,3,Specialty,Oxtail Pizza Large,NV,10,20,200
2022-04-11,1,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-05-18,3,Vegetarian,Sicilian Pizza Medium,CA,6,17,102
2022-07-20,3,Specialty,BBQ Chicken Pizza Extra Large,NV,4,23,92
2022-02-17,4,Specialty,Buffalo Chicken Pizza Small,NV,2,13,26
2022-02-23,3,Specialty,Oxtail Pizza Large,CA,10,20,200
2022-02-05,6,Specialty,Oxtail Pizza Medium,NV,5,17,85
2022-01-02,0,Specialty,Oxtail Pizza Extra Large,CA,8,23,184
2022-08-19,5,Vegetarian,Veggie Pizza Large,NV,4,19,76
2022-01-22,6,Specialty,Oxtail Pizza Large,CA,15,20,300
2022-12-03,6,Specialty,BBQ Chicken Pizza Extra Large,NV,8,23,184
2022-07-27,3,Specialty,BBQ Chicken Pizza Small,NV,9,13,117
2022-06-30,4,Vegetarian,Veggie Pizza Large,CA,7,19,133
2022-03-17,4,Vegetarian,Sicilian Pizza Medium,CA,8,17,136
2022-03-06,0,Specialty,BBQ Chicken Pizza Extra Large,CA,17,23,391
2022-04-25,1,Specialty,BBQ Chicken Pizza Small,NV,7,13,91
2022-06-18,6,Vegetarian,Veggie Pizza Large,NV,3,19,57
2022-06-20,1,Specialty,Buffalo Chicken Pizza Extra Large,NV,2,23,46
2022-06-30,4,Classic,Meat Lover's Pizza Medium,NV,24,19,456
2022-01-29,6,Specialty,BBQ Chicken Pizza Extra Large,NV,5,23,115
2022-04-15,5,Vegetarian,Sicilian Pizza Extra Large,NV,21,23,483
2022-06-04,6,Vegetarian,Veggie Pizza Large,NV,9,19,171
2022-02-22,2,Specialty,BBQ Chicken Pizza Small,NV,4,13,52
2022-10-01,6,Specialty,Oxtail Pizza Medium,NV,4,17,68
2022-01-11,2,Vegetarian,Sicilian Pizza Large,NV,1,20,20
2022-01-25,2,Specialty,BBQ Chicken Pizza Extra Large,NV,4,23,92
2022-02-21,1,Specialty,Buffalo Chicken Pizza Medium,CA,4,17,68
2022-07-08,5,Specialty,Buffalo Chicken Pizza Extra Large,NV,5,23,115
2022-01-06,4,Specialty,Oxtail Pizza Medium,NV,3,17,51
2022-02-04,5,Specialty,Buffalo Chicken Pizza Small,CA,6,13,78
2022-02-10,4,Vegetarian,Sicilian Pizza Small,NV,7,13,91
2022-09-28,3,Specialty,BBQ Chicken Pizza Extra Large,NV,5,23,115
2022-09-29,4,Specialty,BBQ Chicken Pizza Small,NV,8,13,104
2022-10-29,6,Vegetarian,Sicilian Pizza Extra Large,NV,14,23,322
2022-08-16,2,Vegetarian,Sicilian Pizza Small,NV,5,13,65
2022-01-02,0,Vegetarian,Veggie Pizza Large,NV,4,19,76
2022-02-13,0,Specialty,Buffalo Chicken Pizza Medium,CA,4,17,68
2022-02-23,3,Specialty,Oxtail Pizza Medium,CA,4,17,68
2022-07-20,3,Specialty,Buffalo Chicken Pizza Extra Large,NV,4,23,92
2022-08-27,6,Specialty,Oxtail Pizza Large,NV,13,20,260
2022-08-16,2,Vegetarian,Veggie Pizza Large,NV,3,19,57
2022-02-04,5,Specialty,Buffalo Chicken Pizza Small,NV,1,13,13
2022-03-23,3,Vegetarian,Sicilian Pizza Large,CA,9,20,180
2022-06-13,1,Vegetarian,Sicilian Pizza Small,NV,3,13,39
2022-05-25,3,Specialty,Buffalo Chicken Pizza Large,NV,7,20,140
2022-03-27,0,Specialty,Buffalo Chicken Pizza Extra Large,NV,1,23,23
2022-10-04,2,Specialty,BBQ Chicken Pizza Extra Large,NV,6,23,138
2022-02-11,5,Vegetarian,Sicilian Pizza Large,CA,9,20,180
2022-05-13,5,Vegetarian,Veggie Pizza Large,NV,1,19,19
2022-06-08,3,Specialty,BBQ Chicken Pizza Small,CA,7,13,91
2022-04-07,4,Specialty,Buffalo Chicken Pizza Small,CA,1,13,13
2022-07-11,1,Specialty,Buffalo Chicken Pizza Large,NV,9,20,180
2022-03-19,6,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-07-22,5,Specialty,Oxtail Pizza Large,NV,12,20,240
2022-03-16,3,Vegetarian,Sicilian Pizza Medium,NV,3,17,51
2022-01-12,3,Specialty,Oxtail Pizza Large,CA,6,20,120
2022-05-14,6,Specialty,Oxtail Pizza Large,NV,12,20,240
2022-09-20,2,Specialty,Buffalo Chicken Pizza Extra Large,NV,4,23,92
2022-10-04,2,Specialty,Oxtail Pizza Small,NV,12,13,156
2022-08-25,4,Specialty,BBQ Chicken Pizza Extra Large,NV,6,23,138
2022-08-28,0,Vegetarian,Veggie Pizza Large,NV,5,19,95
2022-02-20,0,Specialty,Oxtail Pizza Medium,NV,5,17,85
2022-04-05,2,Classic,Pepperoni Pizza Large,NV,26,20,520
2022-05-12,4,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-05-12,4,Vegetarian,Sicilian Pizza Medium,CA,8,17,136
2022-04-18,1,Vegetarian,Veggie Pizza Large,NV,1,19,19
2022-10-28,5,Specialty,Buffalo Chicken Pizza Large,CA,4,20,80
2022-05-08,0,Specialty,Buffalo Chicken Pizza Extra Large,NV,3,23,69
2022-01-27,4,Specialty,BBQ Chicken Pizza Small,NV,2,13,26
2022-10-09,0,Specialty,Buffalo Chicken Pizza Large,NV,2,20,40
2022-02-21,1,Vegetarian,Sicilian Pizza Large,NV,7,20,140
2022-05-17,2,Vegetarian,Sicilian Pizza Small,CA,7,13,91
2022-01-03,1,Specialty,Oxtail Pizza Medium,CA,6,17,102
2022-01-28,5,Specialty,Oxtail Pizza Large,NV,6,20,120
2022-01-02,0,Specialty,BBQ Chicken Pizza Small,NV,2,13,26
2022-03-06,0,Specialty,Buffalo Chicken Pizza Extra Large,CA,9,23,207
2022-01-05,3,Vegetarian,Sicilian Pizza Large,CA,5,20,100
2022-03-04,5,Vegetarian,Veggie Pizza Large,CA,1,19,19
2022-12-01,4,Specialty,BBQ Chicken Pizza Extra Large,NV,6,23,138
2022-09-09,5,Specialty,Oxtail Pizza Medium,NV,2,17,34
2022-02-24,4,Vegetarian,Sicilian Pizza Medium,NV,4,17,68
2022-03-06,0,Vegetarian,Sicilian Pizza Medium,CA,5,17,85
2022-11-22,2,Vegetarian,Veggie Pizza Large,NV,6,19,114
2022-11-17,4,Vegetarian,Veggie Pizza Large,NV,3,19,57
2022-08-23,2,Specialty,Buffalo Chicken Pizza Extra Large,NV,5,23,115
2022-03-17,4,Specialty,Oxtail Pizza Medium,CA,2,17,34
2022-06-07,2,Specialty,BBQ Chicken Pizza Small,NV,3,13,39
2022-03-09,3,Specialty,BBQ Chicken Pizza Small,NV,3,13,39
2022-01-12,3,Specialty,BBQ Chicken Pizza Small,CA,2,13,26
2022-06-13,1,Specialty,BBQ Chicken Pizza Extra Large,CA,10,23,230
2022-02-15,2,Specialty,Buffalo Chicken Pizza Extra Large,CA,8,23,184
2022-03-26,6,Vegetarian,Sicilian Pizza Medium,NV,4,17,68
2022-03-02,3,Specialty,Buffalo Chicken Pizza Large,NV,4,20,80
2022-11-13,0,Vegetarian,Sicilian Pizza Extra Large,NV,11,23,253
2022-06-13,1,Specialty,BBQ Chicken Pizza Large,NV,15,20,300
2022-01-13,4,Specialty,Oxtail Pizza Medium,NV,1,17,17
2022-03-25,5,Vegetarian,Sicilian Pizza Medium,CA,7,17,119
2022-06-18,6,Specialty,Buffalo Chicken Pizza Extra Large,NV,1,23,23
2022-08-16,2,Specialty,BBQ Chicken Pizza Extra Large,NV,6,23,138
2022-07-26,2,Specialty,BBQ Chicken Pizza Extra Large,NV,1,23,23
2022-01-24,1,Specialty,Buffalo Chicken Pizza Small,CA,1,13,13
2022-06-21,2,Vegetarian,Veggie Pizza Large,NV,1,19,19
2022-11-09,3,Vegetarian,Sicilian Pizza Small,NV,8,13,104
2022-03-02,3,Vegetarian,Sicilian Pizza Extra Large,NV,8,23,184
2022-04-12,2,Vegetarian,Sicilian Pizza Extra Large,NV,4,23,92
2022-12-01,4,Vegetarian,Sicilian Pizza Extra Large,NV,3,23,69
2022-07-23,6,Vegetarian,Sicilian Pizza Extra Large,NV,12,23,276
2022-11-09,3,Vegetarian,Veggie Pizza Large,NV,3,19,57
2022-03-22,2,Specialty,BBQ Chicken Pizza Small,NV,3,13,39
2022-01-28,5,Specialty,Oxtail Pizza Medium,CA,2,17,34
2022-08-15,1,Specialty,Oxtail Pizza Small,NV,10,13,130
2022-01-16,0,Specialty,BBQ Chicken Pizza Extra Large,NV,5,23,115
2022-08-02,2,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-02-09,3,Specialty,Oxtail Pizza Medium,CA,4,17,68
2022-03-12,6,Vegetarian,Sicilian Pizza Large,NV,6,20,120
2022-06-21,2,Vegetarian,Veggie Pizza Large,CA,4,19,76
2022-08-26,5,Vegetarian,Veggie Pizza Large,NV,7,19,133
2022-04-27,3,Specialty,BBQ Chicken Pizza Small,CA,11,13,143
2022-01-07,5,Specialty,Oxtail Pizza Extra Large,CA,6,23,138
2022-01-23,0,Specialty,Buffalo Chicken Pizza Medium,NV,1,17,17
2022-03-31,4,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-06-02,4,Vegetarian,Sicilian Pizza Small,CA,5,13,65
2022-07-30,6,Specialty,Buffalo Chicken Pizza Extra Large,NV,5,23,115
2022-01-30,0,Specialty,BBQ Chicken Pizza Small,CA,4,13,52
2022-01-10,1,Specialty,Oxtail Pizza Medium,NV,3,17,51
2022-04-03,0,Specialty,Oxtail Pizza Medium,CA,3,17,51
2022-02-05,6,Specialty,Buffalo Chicken Pizza Small,CA,2,13,26
2022-03-09,3,Vegetarian,Veggie Pizza Large,NV,1,19,19
2022-03-12,6,Specialty,BBQ Chicken Pizza Extra Large,NV,9,23,207
2022-02-08,2,Specialty,BBQ Chicken Pizza Extra Large,NV,1,23,23
2022-02-10,4,Specialty,Oxtail Pizza Large,NV,5,20,100
2022-09-23,5,Vegetarian,Veggie Pizza Large,NV,4,19,76
2022-12-18,0,Vegetarian,Veggie Pizza Medium,CA,1,16,16
2022-01-21,5,Specialty,Oxtail Pizza Extra Large,NV,2,23,46
2022-01-10,1,Vegetarian,Sicilian Pizza Small,NV,8,13,104
2022-01-03,1,Specialty,Oxtail Pizza Extra Large,NV,4,23,92
2022-02-11,5,Vegetarian,Sicilian Pizza Small,NV,7,13,91
2022-05-26,4,Vegetarian,Sicilian Pizza Medium,CA,2,17,34
2022-01-08,6,Specialty,Buffalo Chicken Pizza Small,NV,5,13,65
2022-06-08,3,Specialty,BBQ Chicken Pizza Extra Large,NV,5,23,115
2022-01-27,4,Vegetarian,Sicilian Pizza Medium,NV,6,17,102
2022-08-02,2,Specialty,Buffalo Chicken Pizza Extra Large,NV,5,23,115
2022-09-25,0,Vegetarian,Veggie Pizza Large,CA,7,19,133
2022-08-25,4,Vegetarian,Sicilian Pizza Small,CA,9,13,117
2022-06-26,0,Specialty,Buffalo Chicken Pizza Extra Large,CA,11,23,253
2022-10-05,3,Specialty,Oxtail Pizza Medium,NV,1,17,17
2022-02-09,3,Specialty,Buffalo Chicken Pizza Small,CA,3,13,39
2022-11-11,5,Vegetarian,Sicilian Pizza Extra Large,NV,4,23,92
2022-05-27,5,Vegetarian,Sicilian Pizza Medium,CA,1,17,17
2022-01-16,0,Specialty,Oxtail Pizza Extra Large,CA,6,23,138
2022-07-12,2,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-01-04,2,Specialty,Buffalo Chicken Pizza Small,NV,3,13,39
2022-02-05,6,Specialty,Oxtail Pizza Extra Large,NV,3,23,69
2022-06-15,3,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-02-03,4,Specialty,Buffalo Chicken Pizza Small,CA,2,13,26
2022-04-03,0,Specialty,BBQ Chicken Pizza Small,NV,3,13,39
2022-03-19,6,Specialty,Oxtail Pizza Extra Large,CA,2,23,46
2022-09-19,1,Specialty,BBQ Chicken Pizza Small,NV,7,13,91
2022-04-28,4,Vegetarian,Sicilian Pizza Medium,NV,2,17,34
2022-02-06,0,Specialty,Buffalo Chicken Pizza Extra Large,NV,5,23,115
2022-08-01,1,Specialty,Buffalo Chicken Pizza Extra Large,NV,3,23,69
2022-04-26,2,Specialty,BBQ Chicken Pizza Small,NV,6,13,78
2022-03-23,3,Specialty,Buffalo Chicken Pizza Extra Large,NV,3,23,69
2022-10-16,0,Vegetarian,Sicilian Pizza Extra Large,NV,8,23,184
2022-05-23,1,Vegetarian,Sicilian Pizza Medium,CA,4,17,68
2022-09-26,1,Specialty,BBQ Chicken Pizza Extra Large,NV,6,23,138
2022-03-30,3,Specialty,BBQ Chicken Pizza Extra Large,NV,1,23,23
2022-07-02,6,Specialty,BBQ Chicken Pizza Small,NV,8,13,104
2022-09-13,2,Specialty,Oxtail Pizza Medium,NV,3,17,51
2022-08-24,3,Specialty,Buffalo Chicken Pizza Extra Large,CA,7,23,161
2022-03-10,4,Vegetarian,Sicilian Pizza Small,NV,4,13,52
2022-01-17,1,Specialty,BBQ Chicken Pizza Extra Large,NV,3,23,69
2022-01-24,1,Vegetarian,Veggie Pizza Large,NV,5,19,95
2022-05-14,6,Specialty,BBQ Chicken Pizza Small,NV,4,13,52
2022-02-08,2,Specialty,Oxtail Pizza Extra Large,NV,2,23,46
2022-02-24,4,Specialty,Oxtail Pizza Medium,NV,1,17,17
2022-09-07,3,Specialty,Oxtail Pizza Medium,CA,6,17,102
2022-01-05,3,Specialty,Buffalo Chicken Pizza Small,CA,4,13,52
